Trap Date,Genus,Specific Epithet,Gender,IDd,Count,Trap Region,Include,Comparison Group,Latitude,Longitude,Location
"Jul 02, 1997",Aedes,flavescens,Female,,7,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 11, 1992",Aedes,fitchii,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 06, 2013",Male,UnID,Male,UnID,39,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"May 31, 2016",Culiseta,inornata,Female,,1,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Sep 27, 2022",Culiseta,inornata,Female,,29,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Aug 19, 2008",Male,UnID,Male,UnID,7,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Aug 27, 2013",Culiseta,inornata,Female,,2,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jun 14, 1994",Aedes,fitchii,Female,,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Jul 19, 2022",Aedes,excrucians,Female,,3,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 03, 1990",Culex,tarsalis,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"May 18, 2010",Culiseta,alaskaensis,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 02, 1998",Aedes,cataphylla,Female,,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Jul 12, 2016",Aedes,excrucians,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"May 28, 1991",Culiseta,inornata,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 16, 1994",Aedes,vexans,Female,,8,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 02, 1994",Aedes,vexans,Female,,109,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 05, 2014",Male,UnID,Male,UnID,108,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 08, 2006",Anopheles,earlei,Female,,2,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jul 02, 2019",Aedes,excrucians,Female,,1,Outer Community-North West,,Outer,53.70127700,-114.04985900,POINT (-114.049859 53.701277)
"Jul 16, 2013",Male,UnID,Male,UnID,35,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Aug 01, 2017",Aedes,vexans,Female,,72,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 05, 2014",Aedes,vexans,Female,,68,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jun 27, 2000",Culiseta,morsitans,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 23, 2005",Aedes,vexans,Female,,50,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"May 23, 2006",Anopheles,earlei,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 16, 1996",Aedes,euedes,Female,,3,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048 53.5242058)
"Sep 09, 2014",Anopheles,earlei,Female,,1,Outer Community-North East-GC1,,Outer,53.73069000,-113.27288000,POINT (-113.27288 53.73069)
"Jun 14, 2011",Aedes,riparius,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 19, 2014",Anopheles,earlei,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 06, 1993",Culiseta,inornata,Female,,4,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 23, 2016",Aedes,dorsalis,Female,,1,Rural GC-South East,,Outer,53.33774000,-113.24156000,POINT (-113.24156 53.33774)
"May 24, 2022",Misc,UnID,Female,UnID,0,Outer Community-North,,Outer,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"May 31, 2022",Male,UnID,Male,UnID,1,Outer Community-North,,Outer,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jun 23, 2020",Aedes,flavescens,Female,,18,Outer Community-South,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Aug 16, 2016",Culex,territans,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 09, 2019",Mansonia,perturbans,Female,,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Aug 30, 2016",Culex,territans,Female,,5,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jul 17, 2001",Aedes,cinereus,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 25, 2000",Aedes,vexans,Female,,1095,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 24, 2001",Anopheles,earlei,Female,,3,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 11, 2013",Aedes,Black legs,Female,UnID,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 10, 2018",Aedes,euedes,Female,,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jun 03, 2014",Aedes,fitchii,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 27, 1996",Culiseta,inornata,Female,,1,River Valley-Central-GC1,,Core,53.53718600,-113.52990800,POINT (-113.529908 53.537186)
"Aug 08, 2017",Culex,tarsalis,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 14, 2016",Aedes,flavescens,Female,,1,Rural GC-South East,,Outer,53.33774000,-113.24156000,POINT (-113.24156 53.33774)
"Jul 02, 1997",Aedes,implicatus,Female,,1,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jun 12, 2018",Aedes,fitchii,Female,,2,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Jul 19, 2016",Mansonia,perturbans,Female,,8,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Jun 17, 1997",Culiseta,morsitans,Female,,14,River Valley-East-GC1,,Core,53.56151400,-113.43811190,POINT (-113.4381119 53.561514)
"Jun 14, 2016",Aedes,flavescens,Female,,2,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Aug 03, 1999",Culiseta,inornata,Female,,3,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 23, 2019",Male,UnID,Male,UnID,72,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 09, 1996",Aedes,vexans,Female,,44,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Jun 02, 2015",Male,UnID,Male,UnID,2,Rural GC-South East,,Outer,53.33774000,-113.24156000,POINT (-113.24156 53.33774)
"Jun 05, 2018",Aedes,fitchii,Female,,1,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
"Aug 12, 1997",Culiseta,inornata,Female,,87,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jun 12, 2007",Aedes,Black legs,Female,UnID,19,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 20, 1996",Culiseta,inornata,Female,,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 11, 1991",Culiseta,minnesotae,Female,,5,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 07, 2022",Aedes,euedes,Female,,1,Outer Community-West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Aug 09, 2016",Aedes,flavescens,Female,,7,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Aug 21, 2007",Culex,tarsalis,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 22, 1997",Aedes,spencerii,Female,,3,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Sep 06, 2011",Culiseta,inornata,Female,,127,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 31, 2018",Culiseta,inornata,Female,,3,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Aug 03, 1999",Culiseta,inornata,Female,,12,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Sep 10, 2019",Culiseta,inornata,Female,,60,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
"May 15, 2018",Male,UnID,Male,UnID,19,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jun 09, 2015",Male,UnID,Male,UnID,25,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 11, 1992",Aedes,flavescens,Female,,4,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 10, 2010",Aedes,dorsalis,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 02, 2005",Culiseta,inornata,Female,,154,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 30, 1991",Aedes,fitchii,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 06, 2019",Male,UnID,Male,UnID,0,Rural-South East,No Data,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 19, 2012",Culiseta,inornata,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 12, 1994",Aedes,vexans,Female,,46,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"May 27, 1997",Aedes,excrucians,Female,,1,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Aug 18, 2015",Culex,territans,Female,,3,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Sep 04, 2018",Male,UnID,Male,UnID,12,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 29, 2008",Male,UnID,Male,UnID,28,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 27, 2019",Male,UnID,Male,UnID,48,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jul 03, 2018",Aedes,Black legs,Female,UnID,1,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
"May 17, 1994",Culiseta,minnesotae,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Sep 25, 1990",Culiseta,inornata,Female,,24,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 05, 1997",Culiseta,morsitans,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"May 13, 1997",Culiseta,minnesotae,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Sep 16, 2003",Misc,UnID,Female,UnID,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 04, 1996",Culiseta,alaskaensis,Female,,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 25, 2009",Culiseta,inornata,Female,,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Sep 12, 2017",Male,UnID,Male,UnID,63,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jul 25, 2006",Aedes,Black legs,Female,UnID,6,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 29, 2017",Aedes,vexans,Female,,84,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Sep 01, 2015",Aedes,Black legs,Female,UnID,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 11, 2023",Culex,tarsalis,Female,,1,Outer Community-West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Aug 08, 2017",Culiseta,inornata,Female,,20,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Aug 19, 2003",Culiseta,impatiens,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Sep 15, 2020",Culiseta,inornata,Female,,32,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Aug 04, 2015",Mansonia,perturbans,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"May 22, 2018",Culiseta,incidens,Female,,3,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
"Jun 24, 1997",Culiseta,morsitans,Female,,3,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 08, 2017",Culex,territans,Female,,5,Residential-South-GC,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jun 29, 2021",Mansonia,perturbans,Female,,1,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jun 21, 2011",Male,UnID,Male,UnID,12,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 18, 1991",Aedes,flavescens,Female,,6,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"May 12, 2020",Culiseta,morsitans,Female,,1,Outer Community-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Aug 17, 1993",Misc,UnID,Female,UnID,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 19, 2005",Culiseta,incidens,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 23, 2015",Culiseta,inornata,Female,,6,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jul 17, 2001",Anopheles,earlei,Female,,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 17, 2004",Aedes,fitchii,Female,,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 18, 2006",Culiseta,impatiens,Female,,1,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Sep 06, 2022",Anopheles,earlei,Female,,2,Peripheral-North,,Peripheral,53.64335400,-113.36588800,POINT (-113.365888 53.643354)
"Jul 16, 1991",Aedes,vexans,Female,,447,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 20, 2017",Aedes,excrucians,Female,,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jun 18, 1996",Aedes,punctor,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 25, 2019",Culiseta,incidens,Female,,2,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Jul 15, 1997",Culiseta,morsitans,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 03, 2004",Culex,tarsalis,Female,,3,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 30, 2019",Aedes,euedes,Female,,4,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Sep 14, 2010",Male,UnID,Male,UnID,1,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Jun 27, 2023",Male,UnID,Male,UnID,0,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jul 15, 1997",Culiseta,alaskaensis,Female,,2,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jun 18, 2002",Aedes,provocans,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"May 30, 2023",Male,UnID,Male,UnID,7,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jun 18, 1996",Aedes,fitchii,Female,,80,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Jul 08, 1997",Aedes,implicatus,Female,,1,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048 53.5242058)
"May 21, 2019",Male,UnID,Male,UnID,1,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Aug 28, 2001",Aedes,vexans,Female,,239,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 13, 2000",Culiseta,minnesotae,Female,,5,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 15, 1999",Culiseta,alaskaensis,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 16, 2016",Aedes,dorsalis,Female,,5,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 29, 2010",Aedes,flavescens,Female,,1,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Jul 16, 1996",Aedes,fitchii,Female,,6,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 17, 1997",Aedes,dorsalis,Female,,2,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Aug 09, 1994",Culiseta,morsitans,Female,,18,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 11, 2023",Mansonia,perturbans,Female,,8,Outer Community-West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jul 19, 2011",Aedes,spencerii,Female,,4,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"May 19, 2009",Culiseta,incidens,Female,,1,Industrial East,,Peripheral,53.59592000,-113.33219000,POINT (-113.33219 53.59592)
"Jun 30, 1992",Aedes,vexans,Female,,3,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"May 29, 2007",Male,UnID,Male,UnID,6,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 29, 2023",Aedes,Black legs,Female,UnID,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 03, 2018",Culex,territans,Female,,4,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 08, 1997",Anopheles,earlei,Female,,6,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 07, 2018",Aedes,vexans,Female,,10,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
"Aug 09, 2011",Aedes,fitchii,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 05, 2022",Aedes,dorsalis,Female,,1,Residential-West,,Core,53.55207700,-113.64369100,POINT (-113.643691 53.552077)
"Sep 12, 2017",Culex,territans,Female,,5,Residential-South-GC,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 05, 2011",Culiseta,inornata,Female,,13,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 02, 2005",Male,UnID,Male,UnID,35,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 28, 1998",Culiseta,inornata,Female,,19,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 12, 2005",Culex,territans,Female,,4,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 01, 2000",Aedes,spp.,Female,UnID,3,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 22, 1997",Aedes,excrucians,Female,,4,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Sep 06, 1994",Aedes,vexans,Female,,56,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Jun 27, 2017",Aedes,fitchii,Female,,1,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Aug 15, 2023",Culex,pipiens,Female,,7,Peripheral-North,,Peripheral,53.66876900,-113.48898000,POINT (-113.48898 53.668769)
"Jul 03, 2018",Aedes,vexans,Female,,119,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
"Jun 15, 2021",Male,UnID,Male,UnID,3,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jul 30, 2019",Culiseta,inornata,Female,,7,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"May 27, 2014",Aedes,Black legs,Female,UnID,2,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Aug 12, 2008",Male,UnID,Male,UnID,5,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 24, 2018",Aedes,excrucians,Female,,1,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"May 17, 1994",Aedes,spencerii,Female,,3,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 01, 2014",Mansonia,perturbans,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Sep 17, 2019",Aedes,vexans,Female,,2,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"May 14, 2019",Culiseta,alaskaensis,Female,,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 09, 2019",Culex,tarsalis,Female,,1,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Jul 24, 2018",Male,UnID,Male,UnID,16,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
"Jun 30, 1992",Aedes,cinereus,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 03, 1999",Culiseta,inornata,Female,,20,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Sep 10, 2013",Aedes,vexans,Female,,12,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Aug 13, 2013",Culiseta,inornata,Female,,2,Outer Community-South2,,Outer,53.26243000,-113.53731000,POINT (-113.53731 53.26243)
"Jul 23, 2019",Male,UnID,Male,UnID,69,Outer Community-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"May 23, 2000",Culiseta,minnesotae,Female,,8,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 16, 2002",Culiseta,inornata,Female,,4,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 12, 2007",Aedes,campestris,Female,,5,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 21, 2009",Male,UnID,Male,UnID,7,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 13, 1996",Misc,UnID,Female,UnID,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 13, 1996",Aedes,canadensis,Female,,2,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048 53.5242058)
"Jul 09, 2019",Culiseta,inornata,Female,,1,Outer Community-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Aug 06, 1996",Misc,UnID,Female,UnID,3,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Aug 19, 2014",Male,UnID,Male,UnID,17,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
"Jun 27, 2017",Aedes,euedes,Female,,3,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Aug 02, 2011",Culiseta,minnesotae,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 26, 2022",Aedes,dorsalis,Female,,5,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jul 29, 2014",Male,UnID,Male,UnID,22,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 02, 2015",Culiseta,minnesotae,Female,,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Aug 01, 2017",Culiseta,inornata,Female,,27,Residential-South-GC,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 16, 2013",Aedes,vexans,Female,,205,Outer Community-North,,Outer,53.77447400,-113.59534400,POINT (-113.595344 53.774474)
"Sep 22, 2015",Culiseta,inornata,Female,,5,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Aug 20, 2019",Male,UnID,Male,UnID,12,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 12, 2014",Culiseta,inornata,Female,,53,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 26, 2014",Culiseta,morsitans,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"May 17, 2005",Culiseta,minnesotae,Female,,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 03, 2021",Aedes,Black legs,Female,UnID,1,Outer Community-West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Aug 21, 2007",Aedes,euedes,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Sep 01, 2015",Male,UnID,Male,UnID,19,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
